Normalized microRNA counts            		Counts for each miRNA were tabulated and adjusted to counts per million miRNAs passing the mismatch filter.																																				
																																						
"Abbreviations: HC, healthy controls; GBM, glioblastoma; GII-III, glioma grade II-III"																																						
miRNA	HC1	HC2	HC3	HC4	HC5	HC6	HC7	HC8	HC9	HC10	HC11	HC12	HC13	HC14	HC15	HC16	GBM1	GBM2	GBM3	GBM4	GBM5	GBM6	GBM7	GBM8	GBM9	GBM10	GBM11	GBM12	GII-III.1	GII-III.2	GII-III.3	GII-III.4	GII-III.5	GII-III.6	GII-III.7	GII-III.8	GII-III.9	GII-III.10
hsa-miR-3157-5p	0	0	0	0	0	0.8	2.8	0	0	0	0.9	0	0.4	0	1.1	0	2.7	0	0	0.4	0	0	0	0	0	0	1.6	0	1.6	10.9	0.4	0	0	0	0	0	0	0
hsa-miR-3158-3p	14.5	4.1	2.2	3.1	4.2	3.1	23.8	13.4	1.5	2.8	1.5	2.9	3.3	4.8	1.5	5.4	2.2	17.5	2.8	9.4	7.1	22.5	7.7	12.5	7.3	55.3	13.7	15.2	6.4	10.9	3	0	0	2	7.6	5.7	9.5	17.8
hsa-miR-3158-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4	0	0	0	0	0	0	0
hsa-miR-3159	2.4	0	0	0	0	0	0.7	0	0	0	0.8	0	0.2	0	0.4	0.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3160-3p	0	0	0.6	0	0	0	0	0	0	0	0.1	0.7	0	0	0	0.3	0	0	0	0	0	0	0	0	0	0	0	0	4.8	0	0	0	0	0.5	0	0	0	0
hsa-miR-3160-5p	0	0	0	0	0	0.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3161	0	4.1	0	0	11.6	0	6.3	0	0	5.6	0	0	0	0	9.3	0	2.2	0	0	0	0	11.2	1.2	0	0	0	3.2	0	3.2	0	0	0	8.5	0	0	5.7	0	1.6
hsa-miR-3162-5p	0	0	0	0	0	0	2.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3163	4.8	0	0	0.4	0.9	0.4	0	0	0	0	0.1	0.7	0.8	0	0	0	1.1	2.9	0.9	4.7	4.7	0	0.6	4.2	0	0	2.4	0	0	10.9	0.8	0	0	0.5	2.4	0	0	0
hsa-miR-3164	0	0	0	0.4	0.6	0.8	0	0	0	0	0.5	2.2	0.2	0	0.7	0.6	1.1	0	0.9	0.4	2.4	0	0	0	2	0	1.6	0	0	0	0.8	0	4.3	0	1.8	13.3	3.6	0.8
hsa-miR-3165	0	0	0	0	0	0	0	0	0	0	0.4	0.7	1.2	0	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3166	4.8	4.1	0.6	0	3.3	0.4	0	0	0	0	1.1	0	1.6	0.8	1.1	0	0.5	0	1.9	0.4	0	0	0.6	0	0	0	0	0	0	0	0.8	0	17.1	0	4.1	0	0	0
hsa-miR-3168	0	0	0.6	1.3	0.6	0.4	5.6	12.4	39.2	0	0	1.4	3.7	0	0	0	1.1	0	0	0	4.7	11.2	0	4.2	3.3	276.7	16.9	9.1	0	0	1.9	0	0	0	5.3	85.5	16.6	5.7
hsa-miR-3170	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3173-3p	2.4	0	0	0	0	0	1.4	0	0	0	0.1	0.7	0	0	0	0.5	0.5	0	0	0	0	0	0.6	0	0	0	0	3	0	0	0	0	0	0.5	0	0	0	2.4
hsa-miR-3173-5p	14.5	20.6	8.3	27	11.9	15.6	6.3	10.3	39.2	14	14.7	10.1	7.8	30.5	12.6	14.4	11	11.7	9.3	10.6	7.1	11.2	3.6	16.6	6	0	12.9	0	7.9	0	7.9	0	0	9	14.7	9.5	11.9	6.5
hsa-miR-3174	0	4.1	3.9	1.3	1.2	1.6	0	0	7.5	2.8	1.8	3.6	4.7	0	1.5	2.6	3.8	0	2.8	0.8	2.4	0	1.8	0	0	0	0.8	6.1	0	0	2.3	0	4.3	3	9.4	0	0	4.1
hsa-miR-3175	0	0	0.6	0.4	1.8	0	0	0	0	0	0.6	0	0.2	0	0	0.3	0.5	0	0	0	0	0	0.6	4.2	2	0	0	0	0	0	0	0	0	1	0	0	2.4	0.8
hsa-miR-3176	0	0	0.6	0	0	0	0	0	0	0	0.9	0.7	1.4	0.8	0.7	0.2	0	0	0.9	0.8	2.4	0	0	0	1.3	27.7	4.8	3	0	0	1.1	0	0	1	0	5.7	0	1.6
hsa-miR-3177-3p	9.7	0	16	33.7	27.8	4.7	35.8	16.5	27.2	16.8	11.4	30.4	33.4	16.9	12.1	17.3	13.7	13.2	24.1	11	61.4	22.5	19.6	8.3	17.3	27.7	20.2	24.3	4.8	54.5	25.5	8.5	47	16	34.1	51.3	21.3	15.4
hsa-miR-3177-5p	0	0	0.6	0	0	0	0	0	0	0	0	0	0.4	0	0.9	0	1.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3178	0	0	0	0	0.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3179	0	0	1.7	2.7	0	3.5	3.5	1	0	0	0.9	2.2	0.6	1.6	1.3	1.6	0.5	2.9	0	2.3	2.4	0	0	8.3	1.3	0	3.2	3	0	0	0	0	0	2	0	0	5.9	1.6
hsa-miR-3180	0	0	0	0.4	0.3	0	0.7	0	0	0	0	0	0	0	0.2	0.3	0	0	0	0	0	0	0	0	0	0	0	3	0	10.9	0	0	0	0	0	0	0	0
hsa-miR-3180-3p	2.4	0	0	2.2	0.9	0	2.1	0	0	0	0.4	0	0.4	0	0.2	1	0	2.9	0.9	1.2	0	0	3.6	4.2	0	13.8	3.2	3	3.2	0	0	0	0	1.5	0	0	2.4	3.2
hsa-miR-3180-5p	0	0	0	0.4	0.6	0.4	0	0	0	0	0.3	0.7	0.2	0	0.4	1.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3183	2.4	0	0	0	2.1	1.2	1.4	0	0	0	0.4	0.7	1.4	0	0.7	1.3	0.5	0	0.9	0	2.4	11.2	0	0	0	0	0.8	3	1.6	0	1.1	0	0	0	0	9.5	0	0
hsa-miR-3184-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.4	0	0	0	0	0	0	0	0	0	0	0.8
hsa-miR-3184-5p	0	0	0.6	0	0.3	0	1.4	0	0	0	0	0	0	0.8	0	1.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3186-3p	0	0	0	0	0	0	0	0	0	0	0	0	0.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0.4	0	0	0	2.4	0	0	0
hsa-miR-3186-5p	0	0	1.7	0	0	2.3	0	0	0	0	0.1	0.7	1	3.2	0	0	0	0	0	0.4	0	11.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.2	0
hsa-miR-3187-3p	2.4	4.1	4.4	11.2	6	6.6	17.5	0	22.6	5.6	2.7	2.9	7.4	0.8	4.8	7.4	1.6	1.5	2.8	5.9	9.5	22.5	13.7	0	7.3	55.3	11.3	15.2	0	0	5.6	17.1	21.4	4	17	13.3	19	4.9
hsa-miR-3187-5p	0	4.1	0.6	0	0.9	0	3.5	3.1	0	0	0.4	0	0.6	0	0	3.2	0.5	0	0	0	0	0	0	0	0	0	0	0	4.8	10.9	0.8	0	0	0	1.8	0	0	1.6
hsa-miR-3188	4.8	0	1.1	0.4	4.2	1.2	3.5	5.2	0	8.4	1.3	1.4	0.8	0	2.8	0.5	2.7	2.9	5.6	1.2	0	0	2.4	0	0	0	1.6	3	1.6	0	1.1	0	0	0	0	0	5.9	9.7
hsa-miR-3190-3p	4.8	0	2.8	1.3	2.1	1.6	2.8	0	4.5	0	1.1	2.9	3.9	1.6	1.5	3.4	1.1	1.5	3.7	1.2	7.1	0	3	4.2	0	41.5	4.8	0	6.4	0	1.5	8.5	8.5	1	1.2	7.6	8.3	0
hsa-miR-3190-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3191-3p	0	4.1	1.1	2.2	0	1.2	2.8	6.2	0	2.8	1.4	0.7	3.3	2.4	1.5	2.4	1.1	4.4	3.7	1.6	7.1	0	2.4	0	3.3	0	0	0	0	10.9	2.3	0	4.3	2.5	8.8	7.6	5.9	3.2
hsa-miR-3191-5p	0	0	0	0	0	0.4	0	0	0	0	0.6	0	0	0.8	0.2	0	0	0	0	0	4.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8
hsa-miR-3192-3p	0	0	0	0.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3192-5p	0	4.1	0.6	0	3	0.8	6.3	4.1	18.1	2.8	0	0.7	1	1.6	0.2	0.5	2.7	4.4	0	2	2.4	11.2	0.6	0	1.3	0	8.1	0	1.6	0	0	0	8.5	0	0.6	1.9	4.7	0.8
hsa-miR-3193	0	0	0	0	1.5	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0
hsa-miR-3194-3p	0	0	0	0	0	0	0	0	1.5	0	0.3	0	0	0	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8
hsa-miR-3194-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3195	0	0	0	0	0.3	0	0	0	1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6	0	5.9	0
hsa-miR-3196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3198	0	0	0.6	0.4	0	0.8	2.1	4.1	4.5	0	0.5	3.6	3.9	0	0.2	0	1.6	0	0	2	0	0	1.8	0	0	0	0	3	0	0	0.8	0	4.3	0	0	0	13	1.6
hsa-miR-3199	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0	0.2	1.3	0	0	0	0.4	0	0	0	0	0	0	0	0	0	0	0.4	0	4.3	0.5	0	0	0	2.4
hsa-miR-32-3p	14.5	4.1	7.2	7.6	3.3	15.2	0	0	0	5.6	13.9	5.1	2.3	13.7	16.7	2.1	4.4	4.4	5.6	3.1	2.4	0	1.8	0	0	0	7.3	6.1	1.6	0	1.5	8.5	0	6	2.4	9.5	0	0
hsa-miR-32-5p	130.7	45.4	110.8	90.4	38.8	144.4	43.5	43.4	40.8	89.4	158.7	60.1	48.3	109.3	135.5	40.4	85	93.5	68.5	99.8	47.3	11.2	52.4	41.6	120	83	29.8	54.7	79.4	130.7	50.3	34.1	34.2	60.1	54.1	32.3	39.1	21.1
hsa-miR-3200-3p	2.4	0	1.1	0.4	0	1.2	11.9	5.2	0	0	1.1	0	0.4	2.4	0.7	1.6	0	0	0	0.8	0	0	1.2	4.2	7.3	0	0	3	0	0	2.3	0	0	0.5	2.9	0	3.6	4.1
hsa-miR-3200-5p	0	0	0	0.4	0	1.9	2.1	1	0	0	0.8	0.7	0.2	0	0	0	0	5.8	0	0.8	2.4	0	0	0	3.3	0	1.6	18.2	0	43.6	5.3	0	0	0	0	11.4	4.7	0
hsa-miR-3202	0	0	0	0	0	0	5.6	2.1	0	0	0	0.7	0.6	0	0.7	0	0.5	1.5	0	0.4	0	0	0	0	0	0	1.6	0	1.6	0	1.1	0	0	0.5	2.4	0	4.7	0
hsa-miR-320a	15285.2	28105.3	17399.4	10259.6	17001	7112.7	43760.2	41710.4	47603.2	12833.2	9506.4	19331.4	14564.7	11475	10275.8	24234.4	17149.5	18858.9	11264.5	17777.2	15953	74908.8	29554.8	29739.6	35547.2	100375	22554.5	59823.8	14069.2	25220.3	13510.4	16824.2	29895.9	12759.4	16096.9	59195.8	59185.9	79355.7
hsa-miR-320b	561.4	1176.2	656.9	670.5	802.1	375.3	2447.2	2709.1	3690.6	673.7	439.1	961.1	952.6	775.6	635.9	908	598.6	1075.6	341.5	895.4	990.3	4514.1	1843	2072	1880.9	11512.5	1139.7	3186.9	600.3	2255.1	582.9	563.1	1759.6	575.5	727.5	2852.4	3836	3935.4
hsa-miR-320c	123.4	367.3	185.7	112.4	190.5	58.8	409.4	550.1	907.2	89.4	54.1	137.5	334.4	119	81.3	160.3	160.2	286.4	53.7	267.2	203.3	1055.5	489.3	503.4	210.6	2324.6	187.9	474.4	111.2	403.1	63.4	25.6	234.9	102.1	125.7	410.5	758.4	537.9
hsa-miR-320d	7.3	20.6	8.8	6.3	14.9	6.2	13.3	34.1	40.8	8.4	2.5	10.1	26.4	5.6	3.5	12.1	15.9	11.7	8.3	22.3	30.7	33.7	26.8	25	11.3	179.9	16.9	54.7	6.4	10.9	4.5	0	8.5	9	8.2	28.5	32	22.7
hsa-miR-320e	4.8	20.6	8.3	4	7.5	3.5	18.9	13.4	15.1	5.6	2.9	5.1	6.1	4	1.3	8.5	7.1	11.7	4.6	11.7	11.8	33.7	19	12.5	16	69.2	7.3	36.5	6.4	32.7	8.3	8.5	4.3	3.5	3.5	24.7	37.9	39.8
hsa-miR-323a-3p	152.4	127.9	409.4	301.3	162.1	210.2	16.1	170.6	28.7	134.2	56.5	351.7	224.6	46.6	208.1	140.6	73.5	16.1	93.5	45.4	191.4	89.8	113.7	58.2	37.3	27.7	15.3	66.9	168.3	65.4	113	85.3	166.6	284.7	104	79.8	59.3	3.2
hsa-miR-323a-5p	0	0	6.1	4	5.4	7.8	4.2	19.6	1.5	8.4	1.1	5.8	7.8	0.8	4.3	6.6	2.7	0	0.9	1.6	2.4	0	6.5	8.3	4	41.5	1.6	6.1	0	10.9	9.8	0	38.4	5	5.3	3.8	32	0
hsa-miR-323b-3p	275.8	136.2	365.3	630	392.9	459.4	304.2	148.9	64.9	310.3	116	256.2	427.6	97.3	436.5	257.5	75.2	65.8	162.9	93.1	491.6	44.9	233.4	20.8	30.7	55.3	18.6	115.6	317.6	207	148.2	264.5	380.1	585.5	233.9	96.9	93.6	38.9
hsa-miR-323b-5p	0	0	0	0	0.6	0.4	0	0	0	0	0.3	0	0.2	0	0.2	0.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8	0	0	0	0	0	0	0
hsa-miR-324-3p	19.4	4.1	12.1	19.3	4.5	17.1	25.9	19.6	10.6	25.2	19.1	12.3	6.3	11.3	18	9.9	1.6	16.1	7.4	6.7	11.8	67.4	7.7	8.3	42.7	41.5	18.6	39.5	3.2	43.6	25.9	8.5	12.8	5	2.4	0	19	38.9
hsa-miR-324-5p	7.3	0	4.4	31	1.8	14	17.5	6.2	7.5	8.4	11.5	5.1	8.6	41	12.1	7.5	2.2	7.3	3.7	2.3	9.5	44.9	10.7	4.2	14	0	6.5	12.2	3.2	54.5	9	17.1	8.5	4.5	2.4	0	21.3	11.4
hsa-miR-326	72.6	82.5	103	86.8	63	22.2	11.2	61	36.2	16.8	31	28.2	81.3	135	42.9	55.5	44.4	30.7	36.1	28.2	70.9	33.7	26.8	33.3	13.3	13.8	18.6	15.2	42.9	10.9	19.9	25.6	34.2	47.5	52.9	24.7	26.1	14.6
hsa-miR-328-3p	730.7	693.3	920.3	889.9	472.6	995.5	553.1	846.8	984.2	1763.8	1335.7	884.4	670	910.6	1369.4	527.7	575	286.4	322	298.9	404.1	640.1	357.2	108.2	431.2	304.4	607.4	255.4	327.2	522.9	778	435.1	768.8	431.4	590	819	811.8	498.9
hsa-miR-328-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-329-3p	36.3	28.9	66.7	17.5	13.7	41.7	7	38.3	15.1	22.4	7.2	15.9	17.8	6.4	62.4	11	6.6	1.5	8.3	6.3	11.8	0	13.1	0	11.3	0	1.6	18.2	22.2	43.6	45	0	17.1	44.5	11.8	7.6	14.2	0.8
hsa-miR-329-5p	2.4	0	4.4	1.8	3	1.9	0	4.1	9.1	2.8	0.3	3.6	2.7	0	3.7	1.9	0.5	0	0	0.4	0	0	0.6	0	0	0	0	6.1	0	0	4.1	8.5	8.5	0	0	13.3	3.6	0
hsa-miR-330-3p	198.4	421	320.2	259.9	340.3	121.5	337.2	388.8	354.7	273.9	249.3	384.3	486.5	250	220.4	433.4	233.7	173.9	324.8	171	260	640.1	236.9	70.7	279.9	332.1	329.9	343.6	157.2	370.4	439.9	358.3	572.3	198.2	431.9	433.3	504.8	258
hsa-miR-330-5p	24.2	0	13.8	14.8	13.4	8.2	25.2	31	30.2	11.2	13.6	8.7	24.6	6.4	8.9	18.4	9.3	0	5.6	7.8	26	11.2	10.7	0	21.3	55.3	29.8	36.5	7.9	21.8	25.9	25.6	25.6	14.5	10	15.2	29.6	29.2
hsa-miR-331-3p	16.9	12.4	25.3	17.5	14.6	16	10.5	15.5	24.2	22.4	25.3	26.8	19.5	37	29	10.5	9.9	2.9	4.6	8.6	16.5	11.2	6.5	0	18	0	3.2	15.2	0	43.6	30.8	25.6	38.4	5	5.3	26.6	32	20.3
hsa-miR-331-5p	16.9	33	16	11.2	8.7	14.4	36.5	17.6	7.5	8.4	14.6	13	14.1	4.8	14.7	32.9	13.7	10.2	16.7	19.2	44.9	56.1	31.6	29.1	42	96.9	38.7	54.7	20.6	10.9	29.3	25.6	29.9	11	18.2	11.4	22.5	25.1
hsa-miR-335-3p	438	235.2	171.4	445.6	252.2	262.4	35.1	41.4	104.2	192.9	438.3	102	199.4	385.8	401	153.4	290.2	184.1	226.7	181.5	118.2	33.7	231.6	33.3	68	0	65.3	21.3	246.2	43.6	51	42.7	59.8	196.7	229.2	70.3	56.9	30.8
hsa-miR-335-5p	268.6	202.2	251.8	241	160	204	145.1	141.7	66.4	246	359.9	108.6	113.2	226.7	278.5	107.7	249.1	109.6	249.8	108	108.7	78.6	81	29.1	211.3	96.9	107.3	106.4	217.6	76.3	275.5	204.8	136.7	187.7	162.8	142.5	72.3	110.3
hsa-miR-337-3p	9.7	4.1	8.8	52.2	0.9	18.3	0	0	0	14	4.1	7.2	5.3	8	19.5	5	1.1	0	0	0.8	4.7	0	3	4.2	2.7	0	0	0	11.1	0	5.3	0	4.3	5	0	0	2.4	0
hsa-miR-337-5p	0	0	2.8	1.3	2.7	3.9	0	2.1	0	0	0.6	1.4	5.1	0	5.2	2.1	0.5	0	0	0	2.4	0	1.2	0	0	13.8	4.8	0	1.6	0	5.6	0	0	0.5	0	15.2	8.3	0
hsa-miR-338-3p	12.1	0	6.1	48.1	5.1	22.6	2.1	8.3	13.6	5.6	11	8	7.8	38.6	16	6.7	6.6	1.5	3.7	14.1	4.7	22.5	6	8.3	7.3	0	9.7	3	1.6	0	11.6	0	0	4	7.6	9.5	5.9	7.3
hsa-miR-338-5p	72.6	61.9	52.9	105.2	54.6	103.2	70.8	64.1	67.9	89.4	101.1	81.1	75.4	77.2	91.9	62.7	65.8	61.4	91.6	211.2	70.9	112.3	61.9	37.4	58.7	13.8	62.1	57.8	44.5	141.6	109.2	51.2	29.9	50	95.2	60.8	33.2	77.9
hsa-miR-339-3p	121	152.7	122.3	131.3	91.6	114.8	213.1	340.2	191.7	111.8	110.2	114.3	154.6	114.1	109	149.3	128.4	96.4	115.7	107.2	146.5	393	102.4	74.9	99.3	401.3	132.3	185.5	92.1	414	218.1	221.8	277.6	117.6	144	214.7	293.9	127.4
hsa-miR-339-5p	183.9	235.2	229.2	191.1	97	311.1	158.4	183	169.1	433.3	348.9	277.2	145.4	183.3	374.3	132.8	92.2	78.9	77.7	39.1	68.5	224.6	82.1	29.1	86	83	128.3	91.2	42.9	130.7	175.6	204.8	119.6	80.1	105.2	155.8	148.1	33.3
hsa-miR-33a-3p	0	0	0	0	0	0	0	0	0	0	0.1	0	0	1.6	0.4	0.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0
hsa-miR-33a-5p	7.3	16.5	15.4	47.7	10.1	45.5	46.3	37.2	25.7	55.9	76.8	36.9	25.2	25.7	83.7	9.7	6	2.9	8.3	3.1	7.1	22.5	5.4	0	60.7	13.8	8.9	39.5	4.8	32.7	57.4	25.6	38.4	6	30.6	62.7	49.8	19.5
hsa-miR-33b-3p	0	0	0	0	0	0.4	0	0	0	0	0.5	0	0	0	0.7	0.2	0	0	0	0.4	0	0	0	0	0	0	1.6	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-33b-5p	0	0	0	1.3	0	0.8	0	0	0	0	0.5	0	0.6	0	0.2	0	0	0	0	0	4.7	0	0	0	0	13.8	0	0	0	0	0	8.5	0	0	0	0	0	0
hsa-miR-340-3p	176.6	78.4	169.7	213.1	142.7	209.1	47	64.1	104.2	290.7	308	185.3	121.6	225	288.9	123.7	97.1	51.1	85.1	62.2	49.6	44.9	73.2	16.6	78	27.7	75.8	27.4	81	65.4	54	59.7	76.9	86.1	88.7	26.6	58.1	33.3
hsa-miR-340-5p	4897.5	2752.8	4856.4	5098.8	2913.8	4222.9	1383.8	2062.8	3254.3	5741.5	5663.3	3329.1	1819.9	6009.6	5784.2	2027	2645.6	1629.4	2589.2	2470.4	1193.5	1111.7	1600.1	803	1123.8	719.5	1253.5	1292.4	2167.8	1754	1949.4	1834.3	1370.9	2911	2116	2324.1	1228.9	1551.1
hsa-miR-342-3p	215.4	136.2	57.9	65.2	58.2	180.3	128.3	96.2	114.7	131.4	108.4	31.8	50.4	119.8	162.6	41.1	79.6	57	79.6	91.1	61.4	123.5	39.3	45.8	289.9	13.8	71.8	124.7	96.9	21.8	108.1	162.1	42.7	61.6	135.7	125.4	51	38.1
hsa-miR-342-5p	89.5	127.9	50.1	105.7	83.9	126.1	288.8	238.9	163	190.1	61.3	80.3	101.4	114.1	87.8	108.8	60.4	108.1	41.6	129.5	104	179.7	111.9	83.2	263.9	235.2	139.5	453.1	90.5	228.8	53.3	93.8	239.2	64.6	143.4	167.2	356.7	121.7
hsa-miR-345-3p	0	0	0	0	0	0.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.3	0	0	0	0	0
hsa-miR-345-5p	31.5	90.8	49	53.5	26.9	91.5	161.9	188.2	166	58.7	128.7	79.6	43	39.4	85.2	39.6	35.7	42.4	35.2	39.5	16.5	179.7	31.6	33.3	111.3	429	112.9	124.7	31.8	87.2	191.8	179.2	111	33.5	48.8	106.4	111.4	82.7
hsa-miR-346	0	4.1	0	0	0	0	0	0	0	0	0	0	0	0	0.2	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-34a-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-34a-5p	7.3	12.4	1.7	1.3	1.5	1.2	14.7	10.3	7.5	2.8	1.5	2.2	2.3	4	0.7	2.2	1.1	5.8	0	2.3	2.4	22.5	3.6	0	11.3	0	2.4	9.1	3.2	0	1.9	0	4.3	1.5	10.6	11.4	3.6	7.3
hsa-miR-34b-3p	0	0	0.6	0	1.2	0.4	0	0	0	0	0	0	0	0	0.4	0	0.5	0	0	0.4	0	0	0	0	0	0	0	0	1.6	0	0	0	0	0	0	0	0	0
hsa-miR-34b-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8	0	0	0	0	0	0	0
hsa-miR-34c-3p	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-34c-5p	9.7	4.1	6.6	9	25.1	8.6	19.6	17.6	7.5	11.2	2.7	1.4	0.8	17.7	9.1	59.3	3.8	5.8	0.9	23.1	7.1	33.7	0.6	16.6	29.3	0	32.3	6.1	14.3	54.5	21.8	42.7	0	6	3.5	13.3	11.9	5.7
hsa-miR-3529-5p	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.5	0	0	0	0	0
hsa-miR-3591-3p	0	0	0	0.4	0	1.9	0	0	0	0	0	0	0	0	0.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3591-5p	0	0	0	0	0	0.8	0	0	0	0	0	2.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3605-3p	12.1	28.9	14.3	19.8	23.3	17.1	4.9	4.1	37.7	22.4	12.5	18.1	22.1	19.3	11.5	21.7	29.6	33.6	24.1	29.3	28.4	11.2	19	33.3	27.3	0	27.4	15.2	15.9	10.9	3.8	0	4.3	17	28.8	15.2	16.6	4.1
hsa-miR-3605-5p	0	4.1	2.2	1.3	5.4	0.8	4.2	5.2	0	2.8	1.1	0.7	2.7	0	1.1	0.3	5.5	1.5	0.9	14.1	0	0	8.9	16.6	5.3	0	2.4	0	3.2	10.9	0	0	8.5	2	0	11.4	29.6	7.3
hsa-miR-3606-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3607-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.2	0	3.3	0	0	0	0	0	0	0	17.1	0	0	0	0	0
hsa-miR-3607-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3609	2.4	0	0	0	2.4	0.8	0	0	0	0	0.3	0	0.4	0	0	0.6	0	0	0.9	0.4	4.7	0	0	0	0	0	0	0	1.6	0	0	0	0	0	0	0	1.2	0
hsa-miR-361-3p	931.6	908	724.1	786.5	718.8	818.3	1317.9	1430	822.6	788.3	519.5	707.1	728.4	880.1	788.7	820.4	797.2	758.4	769.9	1031.6	692.5	988.2	812.6	561.7	678.5	567.3	1109.9	1407.9	902.1	457.6	1141.3	1049.4	777.3	753.6	795	1290.3	709.8	935.4
hsa-miR-361-5p	210.5	99	150.4	147.5	111.3	280.3	95.3	148.9	107.2	472.4	427.3	167.2	127.2	156.7	455	133.9	137.7	124.2	212.8	93.9	92.2	190.9	97.6	54.1	396.6	124.5	187.9	91.2	192.2	87.2	383.9	238.9	111	135.6	193.3	136.8	73.5	58.4
